Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
2008-04-13,1,0,0,3.0,5.0,6.7,0.58
2008-09-28,1,1,0,2.0,4.0,6.8,0.45
2008-11-14,1,0,1,3.0,,5.8,0.43
2008-04-12,0,0,1,0.0,1.0,3.8,0.27
2008-08-30,0,0,0,4.0,7.0,6.8,0.56
2008-06-14,0,1,0,2.0,,,0.53
2008-06-04,1,0,1,2.0,4.0,,0.44
2008-02-07,1,1,1,1.0,1.0,4.4,0.29
2008-09-21,1,0,1,2.0,7.0,7.8,0.7
2008-04-03,0,0,1,2.0,5.0,6.1,0.37
2008-11-22,1,1,0,2.0,5.0,7.8,0.67
2008-01-16,1,0,0,3.0,6.0,5.5,0.45
2008-07-02,1,0,0,2.0,3.0,4.0,0.28
2008-07-20,1,1,1,3.0,5.0,6.7,0.45
2008-03-06,1,1,1,1.0,2.0,0.0,0.0
2008-09-13,1,0,1,2.0,4.0,5.6,0.48
2008-06-14,0,0,1,3.0,7.0,8.8,0.7
2008-02-24,0,0,1,5.0,9.0,10.0,0.9
2008-06-28,1,1,1,2.0,3.0,6.2,0.39
2008-04-29,1,0,0,1.0,2.0,4.3,0.24
2008-04-17,0,0,1,4.0,9.0,8.5,0.75
2008-06-01,1,0,1,2.0,5.0,6.8,0.48
2008-04-30,0,1,0,2.0,4.0,7.1,0.62
2008-03-21,1,0,0,1.0,3.0,5.5,0.41
2008-07-20,0,0,0,5.0,9.0,9.8,0.85
2008-01-17,1,0,1,2.0,3.0,6.6,0.48
2008-05-04,1,1,1,2.0,4.0,,0.38
2008-06-23,0,0,0,3.0,5.0,8.2,0.62
2008-12-26,0,0,0,3.0,6.0,,0.65
2008-02-23,0,1,1,2.0,4.0,3.1,0.24
2008-09-05,0,1,0,3.0,6.0,7.5,0.54
2008-10-18,1,1,1,1.0,2.0,4.5,0.26
2008-12-13,1,1,1,1.0,3.0,5.1,0.47
2008-09-02,1,0,1,3.0,,,0.48
2008-09-30,1,0,0,2.0,3.0,5.0,
2008-09-25,1,0,0,2.0,6.0,8.0,0.71
2008-12-04,1,0,0,3.0,5.0,6.3,0.56
2008-06-02,1,1,1,3.0,6.0,,0.42
2008-01-06,1,0,0,4.0,8.0,6.4,0.6
2008-05-24,0,0,0,0.0,2.0,3.3,0.21
2008-03-06,0,0,0,1.0,,,0.16
2008-02-15,1,0,1,1.0,3.0,6.4,0.4
2008-07-08,0,0,0,3.0,7.0,6.3,0.51
2008-09-02,1,0,0,0.0,1.0,4.5,0.24
2008-11-30,0,1,0,4.0,7.0,7.2,0.61
2008-06-18,1,1,1,1.0,3.0,,0.48
2008-12-21,1,0,1,2.0,5.0,4.2,
2008-02-02,0,0,0,5.0,10.0,8.8,0.97
2008-07-13,0,0,1,3.0,5.0,6.7,0.58
2008-07-25,1,1,0,1.0,3.0,4.2,0.32
2008-01-28,1,1,0,1.0,4.0,5.3,0.38
2008-04-07,1,0,0,3.0,6.0,5.4,0.45
2008-11-22,1,0,1,0.0,1.0,,
2008-01-06,0,0,0,2.0,5.0,6.8,0.66
2008-02-17,1,0,1,1.0,4.0,6.9,0.54
2008-12-06,1,0,0,3.0,7.0,6.8,0.6
2008-05-04,0,1,1,1.0,,6.7,0.46
2008-11-05,1,0,0,2.0,3.0,4.2,0.31
2008-08-08,1,1,1,2.0,4.0,5.9,
2008-08-27,0,0,1,3.0,6.0,6.8,
2008-12-19,0,1,1,2.0,4.0,4.8,0.28
2008-11-06,0,1,1,2.0,4.0,2.3,0.15
2008-03-18,0,0,0,3.0,6.0,7.4,0.63
2008-07-13,1,0,0,2.0,5.0,7.5,0.73
2008-03-23,1,1,0,2.0,3.0,6.1,0.43
2008-02-03,0,0,1,2.0,4.0,7.6,0.68
2008-07-23,0,0,1,1.0,3.0,,0.35
2008-06-08,1,0,0,3.0,6.0,7.1,0.6
2008-07-01,0,0,1,3.0,7.0,5.8,0.54
2008-07-13,0,0,0,2.0,,2.7,0.13
2008-09-29,1,1,1,0.0,1.0,2.4,0.19
2008-10-15,1,0,1,3.0,4.0,4.3,0.35
2008-10-04,0,0,0,2.0,6.0,,0.59
2008-10-04,0,0,1,0.0,2.0,4.8,0.28
2008-08-04,0,0,1,0.0,,4.3,0.26
2008-02-06,0,0,1,2.0,3.0,2.2,0.18
2008-06-14,1,0,0,2.0,6.0,7.4,0.63
2008-02-27,0,0,1,5.0,9.0,9.0,0.81
2008-08-08,0,0,1,2.0,2.0,4.3,0.25
2008-06-04,1,0,1,2.0,4.0,7.1,0.5
2008-10-20,0,0,0,5.0,9.0,,1.0
2008-10-21,1,1,1,2.0,2.0,2.8,0.21
2008-08-12,1,0,0,1.0,5.0,7.2,0.52
2008-08-14,1,1,1,2.0,4.0,4.2,0.36
2008-05-16,0,0,0,3.0,7.0,6.4,0.55
2008-04-22,0,1,1,2.0,4.0,6.3,0.49
2008-10-01,0,0,1,0.0,1.0,4.0,0.17
2008-04-28,1,1,0,2.0,,6.5,0.51
2008-08-15,1,1,1,4.0,7.0,,0.58
2008-03-25,1,0,0,1.0,3.0,,0.35
2008-02-20,1,1,1,2.0,3.0,3.4,0.22
2008-11-29,1,0,1,3.0,4.0,6.4,0.4
2008-06-02,0,0,0,4.0,7.0,7.1,0.61
2008-08-12,1,0,0,2.0,6.0,6.0,0.58
2008-09-22,0,0,1,3.0,5.0,5.5,0.49
2008-06-13,0,0,1,2.0,3.0,3.1,0.25
2008-08-18,0,1,0,1.0,2.0,3.8,0.32
2008-01-30,1,1,0,5.0,9.0,9.4,0.79
2008-11-06,0,0,0,0.0,2.0,2.8,0.22
2008-03-11,1,1,1,2.0,3.0,4.2,0.31
2008-02-20,0,0,1,2.0,4.0,1.8,0.12
2008-10-04,1,0,0,2.0,4.0,6.7,0.66
2008-09-18,1,0,1,2.0,3.0,3.5,0.24
2008-01-01,1,0,1,2.0,4.0,6.8,0.45
2008-04-02,1,0,1,1.0,2.0,6.0,0.36
2008-04-04,1,0,0,3.0,5.0,7.8,0.58
2008-08-07,0,0,1,2.0,4.0,7.1,0.59
2008-05-31,1,1,1,1.0,1.0,1.9,0.04
2008-08-21,0,1,0,0.0,,1.8,0.08
2008-02-12,1,1,0,2.0,4.0,6.0,0.43
2008-01-11,0,0,1,2.0,2.0,3.5,0.23
2008-04-03,0,0,1,3.0,7.0,6.3,0.58
2008-01-17,0,0,0,4.0,7.0,6.0,0.53
2008-01-02,0,0,1,2.0,5.0,4.5,0.37
2008-11-07,1,1,0,2.0,4.0,5.5,0.44
2008-08-25,1,0,1,1.0,,5.3,
2008-04-29,1,1,1,0.0,2.0,3.1,0.26
2008-09-14,1,1,0,2.0,4.0,3.3,0.21
2008-09-14,1,1,0,2.0,4.0,6.2,0.42
2008-03-01,1,1,1,1.0,2.0,1.5,0.06
2008-10-09,1,1,1,2.0,3.0,2.8,0.23
2008-03-02,0,1,1,3.0,6.0,4.4,0.35
2008-03-16,1,0,1,1.0,2.0,4.1,0.29
2008-08-24,1,0,1,2.0,5.0,6.3,0.48
2008-11-16,0,0,0,1.0,2.0,3.9,0.3
2008-12-25,0,0,1,1.0,3.0,4.7,0.33
2008-01-03,1,1,1,1.0,2.0,5.3,0.29
2008-01-20,0,0,0,2.0,5.0,7.6,0.58
2008-09-18,1,1,0,5.0,9.0,8.5,0.87
2008-02-06,0,1,1,4.0,7.0,5.8,0.53
2008-09-24,0,0,0,3.0,6.0,7.1,0.68
2008-05-28,0,0,1,2.0,3.0,3.8,0.25
2008-06-19,0,1,0,2.0,6.0,8.0,0.6
2008-12-07,1,0,1,2.0,3.0,2.5,0.06
2008-03-28,1,1,1,0.0,1.0,4.3,0.2
2008-03-26,1,0,0,2.0,5.0,3.8,0.31
2008-02-15,0,0,1,4.0,9.0,7.4,0.7
2008-11-22,0,0,1,2.0,3.0,5.6,0.33
2008-10-04,1,1,0,2.0,5.0,8.3,0.65
2008-11-05,1,0,0,2.0,4.0,3.0,0.21
2008-01-02,0,0,0,3.0,8.0,8.3,0.86
2008-07-08,0,0,0,1.0,2.0,3.2,0.23
2008-09-20,1,1,0,2.0,,7.7,0.66
2008-02-02,1,1,0,5.0,10.0,8.6,0.76
2008-02-27,1,1,1,2.0,3.0,5.7,0.47
2008-02-03,0,0,1,2.0,4.0,6.5,0.53
2008-10-29,1,0,0,1.0,2.0,2.7,0.13
2008-03-31,0,0,1,3.0,4.0,7.1,0.49
2008-05-11,0,0,0,1.0,3.0,4.4,0.37
2008-04-23,1,0,0,1.0,2.0,4.2,0.25
2008-01-03,0,0,0,3.0,6.0,7.9,0.63
2008-02-10,1,0,1,1.0,1.0,0.0,
2008-04-11,1,1,0,1.0,3.0,5.9,0.42
2008-05-16,1,0,0,3.0,,7.4,
2008-02-20,1,0,1,2.0,,2.0,0.15
2008-11-18,1,1,1,1.0,3.0,5.2,0.39
2008-11-30,1,0,1,3.0,4.0,5.5,0.47
2008-08-04,0,0,1,3.0,5.0,4.6,0.38
2008-10-16,1,1,1,2.0,4.0,,0.48
2008-04-15,1,1,1,1.0,2.0,4.6,0.41
2008-03-19,0,1,1,4.0,7.0,7.3,0.51
2008-07-08,1,1,0,2.0,3.0,5.2,0.33
2008-02-09,1,1,0,4.0,8.0,8.2,0.75
2008-11-27,1,0,1,2.0,5.0,6.8,0.48
2008-09-19,0,1,0,3.0,8.0,8.2,0.72
2008-09-11,0,0,0,2.0,4.0,6.5,0.44
2008-12-12,0,1,0,2.0,4.0,,0.48
2008-08-15,0,1,1,2.0,3.0,3.8,0.29
2008-04-25,1,0,1,2.0,4.0,6.2,0.48
2008-01-28,1,0,1,1.0,2.0,4.2,0.3
2008-09-13,1,1,1,2.0,2.0,5.0,0.26
2008-05-03,0,0,1,2.0,5.0,5.5,0.43
2008-08-27,0,1,1,1.0,3.0,3.7,0.22
2008-05-02,1,0,1,1.0,2.0,3.0,0.17
2008-05-14,1,0,1,1.0,3.0,4.1,0.27
2008-06-12,1,0,0,2.0,5.0,5.5,0.32
2008-05-26,1,0,1,0.0,1.0,1.5,0.03
2008-06-11,0,1,1,2.0,4.0,4.1,0.32
2008-05-18,1,0,1,2.0,3.0,6.6,
2008-12-03,1,0,0,3.0,5.0,5.2,0.43
2008-11-05,0,0,1,2.0,5.0,5.0,0.43
2008-04-23,0,1,0,1.0,4.0,6.9,0.52
2008-03-06,0,0,1,4.0,8.0,8.2,
2008-12-28,1,1,1,2.0,4.0,4.9,0.33
2008-10-10,1,0,0,3.0,6.0,4.0,0.34
2008-05-14,0,1,0,4.0,7.0,8.1,0.69
2008-05-24,1,0,0,1.0,1.0,0.0,0.01
2008-07-18,1,0,0,5.0,10.0,9.7,0.87
2008-01-30,0,0,1,1.0,3.0,,0.55
2008-05-03,0,1,0,2.0,4.0,4.0,0.18
2008-11-08,1,0,1,2.0,4.0,5.9,0.45
2008-07-01,0,0,0,3.0,6.0,6.5,0.55
2008-09-13,0,0,1,3.0,5.0,6.5,0.49
2008-12-24,1,0,0,2.0,4.0,4.1,0.27
2008-02-04,0,1,0,3.0,5.0,6.6,0.57
2008-11-19,1,1,0,3.0,5.0,4.4,0.38
2008-05-13,1,1,1,2.0,3.0,5.0,0.28
2008-02-22,1,1,0,1.0,2.0,3.7,0.28
2008-12-02,1,0,0,2.0,3.0,5.5,0.39
2008-08-28,1,0,0,3.0,6.0,8.1,0.6
2008-01-18,0,0,1,0.0,1.0,0.0,0.0
2008-07-02,0,0,1,2.0,,7.0,0.69
2008-02-03,1,0,1,2.0,5.0,3.8,0.32
2008-08-18,0,0,0,4.0,6.0,7.6,0.62
2008-10-10,1,1,0,4.0,9.0,8.5,0.7
2008-11-15,0,1,0,4.0,8.0,7.7,0.77
2008-04-02,1,0,1,3.0,5.0,5.4,0.36
2008-07-05,1,0,0,3.0,6.0,8.0,0.6
2008-11-14,0,0,1,5.0,9.0,9.2,0.89
2008-02-02,1,1,0,2.0,6.0,6.9,0.56
2008-06-06,1,1,1,3.0,6.0,,0.65
2008-09-07,0,0,0,3.0,7.0,8.4,0.72
2008-08-07,0,0,1,3.0,4.0,,0.35
2008-04-25,1,0,1,3.0,7.0,7.6,0.69
2008-03-23,1,0,0,2.0,3.0,2.1,0.16
2008-01-03,0,1,1,4.0,8.0,8.3,0.83
2008-07-29,1,0,1,1.0,1.0,0.0,0.0
2008-10-20,0,0,0,4.0,9.0,7.7,0.76
2008-07-13,1,0,1,1.0,3.0,4.9,0.42
2008-01-02,1,0,0,4.0,6.0,6.7,0.64
2008-05-29,0,1,1,2.0,5.0,,0.55
2008-10-19,0,0,1,3.0,5.0,7.3,0.53
2008-05-14,0,1,1,4.0,6.0,7.7,0.64
2008-04-29,0,0,1,3.0,,7.7,0.57
2008-03-31,0,1,0,3.0,6.0,5.9,0.54
2008-12-31,0,0,1,2.0,6.0,,0.55
2008-06-13,0,0,0,1.0,3.0,5.4,0.4
2008-08-04,1,0,1,2.0,5.0,5.7,0.53
2008-08-28,1,1,1,3.0,5.0,5.9,0.35
2008-07-26,0,1,0,3.0,5.0,6.7,0.64
2008-08-31,0,0,1,1.0,1.0,3.3,
2008-01-28,0,0,1,2.0,,5.3,0.31
2008-03-05,1,1,0,2.0,3.0,6.6,0.5
2008-11-21,1,0,0,4.0,9.0,7.0,0.71
2008-04-07,0,1,1,3.0,5.0,6.8,0.47
2008-01-08,1,0,0,3.0,6.0,5.7,0.43
2008-05-10,1,1,0,2.0,4.0,4.2,0.24
2008-09-01,0,0,0,4.0,,,0.66
2008-11-23,0,1,1,2.0,4.0,2.6,0.14
2008-03-08,0,1,1,1.0,4.0,5.2,0.36
2008-06-15,1,0,1,1.0,3.0,5.6,0.33
2008-10-19,1,1,0,4.0,6.0,,0.58
2008-10-04,1,0,1,4.0,8.0,7.7,0.65
2008-04-20,0,1,0,4.0,10.0,10.0,0.98
2008-07-22,1,1,1,1.0,1.0,,0.19
2008-05-09,0,1,1,1.0,4.0,6.5,0.41
2008-10-30,0,0,0,2.0,6.0,7.5,0.59
2008-06-17,1,0,0,2.0,6.0,6.9,0.67
2008-07-22,1,0,1,2.0,,2.5,0.14
2008-09-14,0,0,0,3.0,6.0,6.0,0.54
2008-12-23,1,0,1,2.0,6.0,9.3,0.76
2008-01-24,1,1,1,1.0,3.0,,0.47
2008-03-22,0,0,1,2.0,3.0,3.2,0.22
2008-12-02,1,0,1,3.0,5.0,,0.49
2008-12-29,0,0,0,3.0,5.0,4.6,0.32
2008-07-22,1,0,1,3.0,6.0,7.5,0.6
2008-12-10,0,0,0,4.0,7.0,7.0,0.67
2008-09-09,0,0,0,3.0,5.0,,0.5
2008-01-23,0,0,1,3.0,3.0,3.9,0.29
2008-05-28,1,1,1,2.0,4.0,5.4,0.4
2008-07-23,1,0,1,2.0,,2.2,0.08
2008-11-19,1,0,1,1.0,1.0,0.5,0.02
2008-06-08,0,0,0,1.0,3.0,5.6,0.35
2008-03-27,1,1,1,3.0,6.0,7.5,0.63
2008-04-28,0,0,1,0.0,1.0,0.7,0.03
2008-07-28,0,0,0,3.0,7.0,6.7,0.64
2008-05-22,1,1,0,0.0,1.0,2.4,0.15
2008-06-10,1,0,1,2.0,3.0,4.4,0.28
2008-12-28,1,0,0,2.0,,6.8,0.58
2008-04-12,1,1,1,2.0,4.0,5.1,0.32
2008-03-13,1,1,1,1.0,2.0,5.5,0.32
2008-03-29,1,1,0,3.0,7.0,6.8,0.52
2008-07-16,0,0,0,1.0,3.0,4.9,0.33
2008-06-28,0,1,0,4.0,7.0,6.8,0.6
2008-10-20,1,0,1,1.0,3.0,5.9,0.35
2008-04-11,1,0,0,1.0,1.0,2.6,0.18
2008-03-21,0,1,0,3.0,6.0,,0.66
2008-04-10,1,0,1,2.0,4.0,5.8,0.44
2008-06-18,0,1,0,4.0,7.0,,0.77
2008-09-18,0,0,1,3.0,4.0,5.7,0.43
2008-07-22,1,0,1,2.0,4.0,7.8,0.58
2008-06-15,1,0,1,3.0,5.0,6.2,0.46
2008-06-17,0,0,1,2.0,,7.1,0.58
2008-09-28,0,1,0,2.0,5.0,8.1,0.61
2008-01-22,1,0,0,3.0,7.0,5.5,0.51
2008-08-29,0,0,1,1.0,4.0,7.0,0.54
2008-07-25,1,0,0,3.0,5.0,6.0,0.42
2008-12-15,0,1,0,4.0,8.0,7.9,0.58
2008-03-31,0,1,0,1.0,5.0,6.4,
2008-04-19,0,0,0,2.0,3.0,4.2,0.29
2008-11-07,1,1,0,3.0,5.0,6.0,0.48
2008-03-21,0,1,0,3.0,6.0,8.8,
2008-06-13,1,0,1,1.0,3.0,5.3,0.45
2008-11-09,0,0,1,2.0,3.0,4.9,0.44
2008-09-15,1,1,1,1.0,4.0,5.2,0.49
2008-09-02,1,0,1,2.0,,5.9,0.5
2008-07-30,1,1,1,1.0,3.0,6.4,0.47
2008-08-27,1,0,1,2.0,5.0,,0.44
2008-06-29,0,0,1,2.0,6.0,7.0,0.53
2008-05-20,1,0,1,3.0,3.0,3.7,0.29
2008-08-29,1,0,0,4.0,7.0,6.4,0.6
2008-04-04,1,0,0,4.0,7.0,6.9,0.63
2008-09-10,1,1,1,2.0,3.0,5.6,0.44
2008-05-09,1,1,0,3.0,6.0,7.9,0.62
2008-07-16,1,0,0,4.0,6.0,7.5,0.68
2008-09-20,0,0,1,5.0,9.0,8.5,0.86
2008-12-04,1,0,1,2.0,3.0,4.7,0.27
2008-02-08,0,1,0,2.0,4.0,,0.64
2008-01-09,0,1,1,0.0,2.0,4.9,0.28
2008-08-31,0,0,1,1.0,4.0,5.3,0.33
2008-08-10,0,1,0,3.0,6.0,5.9,0.51
2008-12-07,1,0,0,0.0,1.0,4.3,0.2
2008-01-26,0,0,0,2.0,6.0,6.3,0.61
2008-04-18,1,1,1,2.0,5.0,5.9,0.4
2008-03-12,1,0,0,4.0,8.0,6.4,0.61
2008-04-18,1,0,1,2.0,4.0,5.5,0.44
2008-03-30,1,1,1,2.0,4.0,5.6,0.38
2008-03-12,0,0,1,3.0,4.0,,0.48
2008-10-16,1,0,1,2.0,2.0,2.2,
2008-04-05,1,1,0,1.0,1.0,2.6,0.14
2008-03-23,0,0,0,2.0,5.0,6.2,0.55
2008-04-09,1,1,0,4.0,9.0,,
2008-02-17,0,0,1,1.0,,4.9,0.38
2008-12-16,1,1,1,2.0,4.0,6.6,0.55
2008-07-02,0,0,0,2.0,4.0,3.9,0.27
2008-10-18,1,1,0,4.0,8.0,9.5,
2008-08-25,0,0,1,3.0,6.0,6.7,0.51
2008-10-18,1,1,1,4.0,6.0,7.9,0.64
2008-02-10,0,0,1,2.0,5.0,6.3,0.54
2008-02-23,0,0,0,1.0,2.0,3.0,0.13
2008-07-12,1,0,0,3.0,8.0,8.7,0.7
2008-06-13,0,1,0,3.0,5.0,7.2,0.51
2008-03-13,0,0,1,3.0,7.0,6.9,0.63
2008-12-04,0,1,0,2.0,5.0,,0.63
2008-04-27,1,0,1,3.0,4.0,5.9,0.47
2008-09-03,0,0,1,3.0,4.0,6.6,0.47
2008-05-02,1,0,1,0.0,1.0,3.3,0.15
2008-03-27,0,0,1,1.0,2.0,5.2,0.44
2008-08-03,1,0,1,2.0,3.0,5.5,0.38
2008-02-04,0,0,1,1.0,4.0,6.2,0.56
2008-09-13,0,1,1,3.0,5.0,6.9,0.46
2008-04-06,0,1,0,4.0,7.0,7.5,0.55
2008-09-01,0,0,0,2.0,4.0,5.2,
2008-02-19,1,1,0,0.0,1.0,4.4,0.23
2008-05-26,1,0,0,3.0,7.0,6.4,0.58
2008-05-26,0,1,1,2.0,4.0,4.8,0.38
2008-10-04,1,0,0,2.0,,2.2,0.16
2008-08-12,0,0,0,3.0,7.0,8.1,0.75
2008-10-28,0,0,1,2.0,3.0,4.5,0.26
2008-07-09,1,1,1,4.0,7.0,6.2,
2008-02-15,0,1,1,2.0,5.0,5.9,0.36
2008-06-17,1,1,0,2.0,5.0,6.0,0.36
2008-02-19,0,0,0,1.0,3.0,5.2,0.37
2008-01-01,0,1,1,1.0,3.0,5.9,0.56
2008-12-19,0,0,1,2.0,5.0,6.5,0.54
2008-06-06,0,1,1,2.0,5.0,6.0,0.57
2008-05-06,0,0,1,1.0,1.0,,0.03
2008-12-11,0,0,1,3.0,6.0,7.5,0.62
2008-02-19,0,1,0,2.0,6.0,6.3,0.6
2008-05-16,0,0,1,2.0,3.0,6.1,0.47
2008-12-13,0,0,0,3.0,6.0,8.0,0.66
2008-02-03,0,1,1,2.0,5.0,7.0,0.66
2008-02-19,0,1,0,4.0,8.0,,0.63
2008-08-17,1,0,1,3.0,6.0,7.4,0.69
2008-01-26,1,0,1,3.0,6.0,5.0,0.4
2008-12-16,0,1,0,2.0,3.0,5.9,0.4
2008-02-03,0,1,1,4.0,7.0,9.9,0.89
2008-09-19,1,0,1,3.0,4.0,6.7,0.5
2008-10-02,0,0,0,3.0,6.0,7.6,0.54
2008-07-09,1,0,1,1.0,3.0,4.0,0.21
2008-04-27,1,0,1,1.0,3.0,6.8,0.46
2008-08-17,0,1,0,3.0,6.0,6.4,0.48
2008-07-29,1,1,0,3.0,6.0,5.5,0.52
2008-02-24,0,0,0,2.0,4.0,7.0,0.67
2008-04-07,1,0,1,3.0,7.0,7.8,0.66
2008-11-04,1,1,1,1.0,2.0,3.0,0.19
2008-07-01,1,0,0,3.0,5.0,6.7,0.57
2008-01-16,0,0,0,3.0,5.0,7.2,0.55
2008-02-18,1,0,0,0.0,,2.6,0.15
2008-01-23,0,1,1,2.0,4.0,4.6,0.23
2008-03-27,0,0,1,2.0,4.0,4.0,0.26
2008-04-11,1,0,0,3.0,5.0,5.6,0.44
2008-05-11,0,0,0,5.0,10.0,9.8,0.91
2008-11-15,1,1,1,3.0,,6.5,0.44
2008-04-07,0,1,1,3.0,6.0,,0.52
2008-05-10,0,0,0,3.0,8.0,7.4,0.73
2008-09-26,1,1,1,2.0,2.0,,0.22
2008-02-08,0,0,0,0.0,1.0,4.5,0.28
2008-01-12,0,0,0,3.0,5.0,4.3,0.33
2008-01-08,1,0,1,1.0,4.0,6.5,0.43
2008-10-21,0,0,1,4.0,7.0,7.9,0.73
2008-01-04,1,0,1,2.0,3.0,,0.38
2008-01-11,1,1,1,2.0,,5.6,0.4
2008-12-11,1,0,1,2.0,4.0,6.6,0.5
2008-11-18,0,0,1,1.0,1.0,3.6,0.29
2008-09-05,1,0,0,3.0,4.0,5.0,0.45
2008-12-03,1,0,1,1.0,3.0,4.8,
2008-07-06,1,1,0,1.0,2.0,,0.16
2008-05-14,0,1,1,1.0,5.0,6.8,0.52
2008-11-17,1,1,0,2.0,5.0,6.0,0.57
2008-07-09,0,0,1,3.0,5.0,5.3,0.46
2008-04-18,1,1,1,3.0,5.0,6.1,0.43
2008-01-21,1,0,1,1.0,,5.3,0.3
2008-12-24,1,1,1,2.0,3.0,,0.38
2008-05-17,0,1,0,2.0,5.0,7.4,0.55
2008-09-23,1,0,0,2.0,5.0,4.7,0.32
2008-04-20,0,0,0,5.0,10.0,10.0,
2008-02-25,1,0,0,2.0,6.0,7.1,0.55
2008-08-13,0,0,1,0.0,1.0,2.5,0.2
2008-09-28,1,1,0,2.0,3.0,6.0,0.48
2008-04-18,1,0,0,2.0,4.0,3.1,0.15
2008-06-04,1,1,0,2.0,5.0,5.0,0.36
2008-10-16,1,0,0,2.0,3.0,2.9,0.2
2008-09-11,1,1,1,2.0,4.0,4.6,0.37
2008-09-19,0,0,1,1.0,4.0,6.6,0.43
2008-03-25,1,1,1,1.0,,5.6,0.46
2008-08-06,1,0,1,3.0,6.0,4.9,0.44
2008-09-18,0,0,0,3.0,7.0,6.1,0.56
2008-10-08,1,0,1,1.0,2.0,5.6,0.36
2008-09-22,0,0,0,3.0,8.0,9.0,0.74
2008-02-11,1,0,0,1.0,2.0,3.0,0.18
2008-03-17,1,1,0,3.0,5.0,6.7,0.48
2008-08-30,1,0,1,1.0,1.0,2.1,0.09
2008-03-25,1,0,0,3.0,5.0,,0.61
2008-01-28,0,0,1,1.0,2.0,3.8,
2008-02-04,0,1,0,0.0,1.0,0.0,0.0
2008-09-24,0,0,0,2.0,4.0,8.0,0.62
2008-08-14,1,0,0,2.0,3.0,5.8,
2008-08-28,1,1,0,5.0,9.0,8.9,0.9
2008-12-22,0,0,1,4.0,8.0,7.6,0.76
2008-02-08,1,0,1,1.0,3.0,5.2,0.48
2008-09-01,0,0,0,3.0,6.0,6.0,0.58
2008-11-18,1,1,1,2.0,5.0,5.8,0.33
2008-01-31,1,0,1,1.0,2.0,2.8,0.13
2008-09-30,1,1,1,5.0,9.0,8.2,0.83
2008-08-21,0,1,1,0.0,2.0,4.5,
2008-04-12,1,0,1,2.0,5.0,4.5,0.33
2008-06-11,0,1,1,3.0,6.0,6.3,0.47
2008-11-11,1,0,0,1.0,3.0,,
2008-08-15,0,0,1,2.0,3.0,6.0,0.4
2008-11-25,0,1,0,4.0,7.0,6.2,0.52
2008-04-18,1,1,1,3.0,6.0,6.8,
2008-07-11,1,1,1,1.0,3.0,4.2,
2008-03-29,0,0,1,1.0,3.0,5.0,0.3
2008-10-14,1,1,1,1.0,4.0,5.1,0.38
2008-01-18,1,0,0,2.0,3.0,,0.38
2008-06-08,0,0,1,2.0,3.0,5.9,0.49
2008-05-09,1,0,0,3.0,6.0,5.9,0.41
2008-10-03,1,0,0,0.0,2.0,3.1,0.18
2008-11-18,1,0,0,2.0,6.0,8.7,0.7
2008-03-16,1,0,1,1.0,3.0,5.4,0.38
2008-07-06,1,0,1,3.0,5.0,7.1,0.49
2008-03-17,0,0,0,3.0,6.0,8.3,0.64
2008-03-22,0,0,1,0.0,1.0,3.6,0.27
2008-10-31,1,0,0,1.0,1.0,1.1,0.02
2008-12-10,1,1,0,3.0,5.0,6.0,0.44
2008-06-10,0,1,0,1.0,3.0,6.1,0.4
2008-05-04,1,0,1,1.0,,4.5,0.31
2008-06-08,0,1,1,3.0,5.0,8.2,
2008-03-24,0,1,1,3.0,7.0,8.8,0.75
2008-05-06,0,0,0,2.0,5.0,4.6,0.38
2008-07-11,0,0,0,2.0,5.0,6.2,0.56
2008-02-07,1,1,1,2.0,5.0,4.7,0.37
2008-05-13,1,0,1,1.0,3.0,3.0,0.14
2008-11-29,1,1,1,4.0,,9.5,0.82
2008-09-17,0,0,0,4.0,8.0,8.3,0.71
2008-04-04,1,0,1,2.0,5.0,4.6,0.37
2008-07-27,1,0,1,2.0,4.0,5.8,0.47
2008-11-07,0,0,0,2.0,5.0,5.3,0.32
2008-08-31,0,0,0,3.0,,,0.7
2008-06-25,0,1,1,2.0,4.0,6.5,0.5
2008-12-06,1,0,1,0.0,1.0,3.3,0.2
2008-02-08,0,1,1,4.0,6.0,6.2,0.6
2008-05-13,1,1,1,2.0,4.0,3.8,0.3
2008-07-09,1,0,1,2.0,4.0,4.8,
2008-07-15,0,1,1,1.0,4.0,,0.31
2008-07-14,1,1,0,3.0,5.0,4.4,0.36
2008-01-23,1,0,1,1.0,1.0,2.2,0.09
2008-02-15,0,1,0,4.0,7.0,6.7,0.57
2008-02-25,0,1,1,4.0,,,0.66
2008-04-26,1,0,0,3.0,,,0.43
2008-06-11,1,1,0,4.0,7.0,8.7,0.71
2008-02-27,0,0,1,4.0,8.0,7.4,0.7
2008-10-24,1,0,1,1.0,4.0,4.2,0.3
2008-11-06,1,1,1,2.0,4.0,3.7,0.27
2008-05-02,1,0,1,1.0,1.0,2.6,0.18
2008-08-19,0,0,1,2.0,2.0,4.8,0.28
2008-07-07,0,1,0,2.0,5.0,4.7,0.42
2008-11-27,0,1,0,3.0,5.0,5.7,0.46
2008-03-15,0,1,0,3.0,6.0,6.9,0.59
2008-03-08,0,0,1,1.0,3.0,2.5,0.13
2008-05-25,0,0,1,2.0,3.0,5.2,0.28
